areaCode,areaName,areaType,date,age,deaths,rollingSum,rollingRate
E12000002,North West,region,2021-04-29,60_64,1,1,0.2
E12000002,North West,region,2021-04-29,65_69,1,2,0.5
E12000002,North West,region,2021-04-29,70_74,0,2,0.5
E12000002,North West,region,2021-04-29,75_79,0,1,0.4
E12000002,North West,region,2021-04-29,80_84,0,3,1.6
E12000002,North West,region,2021-04-29,85_89,1,2,1.8
E12000002,North West,region,2021-04-29,90+,1,2,3.2
E12000002,North West,region,2021-04-28,00_04,0,0,0.0
E12000002,North West,region,2021-04-28,00_59,0,1,0.0
E12000002,North West,region,2021-04-28,05_09,0,0,0.0
E12000002,North West,region,2021-04-28,10_14,0,0,0.0
E12000002,North West,region,2021-04-28,15_19,0,0,0.0
E12000002,North West,region,2021-04-28,20_24,0,0,0.0
E12000002,North West,region,2021-04-28,25_29,0,0,0.0
E12000002,North West,region,2021-04-28,30_34,0,0,0.0
E12000002,North West,region,2021-04-28,35_39,0,0,0.0
E12000002,North West,region,2021-04-28,40_44,0,0,0.0
E12000002,North West,region,2021-04-28,45_49,0,0,0.0
E12000002,North West,region,2021-04-28,50_54,0,0,0.0
E12000002,North West,region,2021-04-28,55_59,0,1,0.2
E12000002,North West,region,2021-04-28,60+,2,11,0.6
E12000002,North West,region,2021-04-28,60_64,0,0,0.0
E12000002,North West,region,2021-04-28,65_69,0,2,0.5
E12000002,North West,region,2021-04-28,70_74,1,3,0.8
E12000002,North West,region,2021-04-28,75_79,0,1,0.4
E12000002,North West,region,2021-04-28,80_84,1,3,1.6
E12000002,North West,region,2021-04-28,85_89,0,1,0.9
E12000002,North West,region,2021-04-28,90+,0,1,1.6
E12000002,North West,region,2021-04-27,00_04,0,0,0.0
E12000002,North West,region,2021-04-27,00_59,0,1,0.0
E12000002,North West,region,2021-04-27,05_09,0,0,0.0
E12000002,North West,region,2021-04-27,10_14,0,0,0.0
E12000002,North West,region,2021-04-27,15_19,0,0,0.0
E12000002,North West,region,2021-04-27,20_24,0,0,0.0
E12000002,North West,region,2021-04-27,25_29,0,0,0.0
E12000002,North West,region,2021-04-27,30_34,0,0,0.0
E12000002,North West,region,2021-04-27,35_39,0,0,0.0
E12000002,North West,region,2021-04-27,40_44,0,0,0.0
E12000002,North West,region,2021-04-27,45_49,0,0,0.0
E12000002,North West,region,2021-04-27,50_54,0,0,0.0
E12000002,North West,region,2021-04-27,55_59,0,1,0.2
E12000002,North West,region,2021-04-27,60+,1,11,0.6
E12000002,North West,region,2021-04-27,60_64,0,0,0.0
E12000002,North West,region,2021-04-27,65_69,0,3,0.8
E12000002,North West,region,2021-04-27,70_74,0,2,0.5
E12000002,North West,region,2021-04-27,75_79,0,2,0.8
E12000002,North West,region,2021-04-27,80_84,1,2,1.0
E12000002,North West,region,2021-04-27,85_89,0,1,0.9
E12000002,North West,region,2021-04-27,90+,0,1,1.6
E12000002,North West,region,2021-04-26,00_04,0,0,0.0
E12000002,North West,region,2021-04-26,00_59,1,1,0.0
E12000002,North West,region,2021-04-26,05_09,0,0,0.0
E12000002,North West,region,2021-04-26,10_14,0,0,0.0
E12000002,North West,region,2021-04-26,15_19,0,0,0.0
E12000002,North West,region,2021-04-26,20_24,0,0,0.0
E12000002,North West,region,2021-04-26,25_29,0,0,0.0
E12000002,North West,region,2021-04-26,30_34,0,0,0.0
E12000002,North West,region,2021-04-26,35_39,0,0,0.0
E12000002,North West,region,2021-04-26,40_44,0,0,0.0
E12000002,North West,region,2021-04-26,45_49,0,0,0.0
E12000002,North West,region,2021-04-26,50_54,0,0,0.0
E12000002,North West,region,2021-04-26,55_59,1,1,0.2
E12000002,North West,region,2021-04-26,60+,1,16,0.9
E12000002,North West,region,2021-04-26,60_64,0,2,0.5
E12000002,North West,region,2021-04-26,65_69,0,4,1.1
E12000002,North West,region,2021-04-26,70_74,0,3,0.8
E12000002,North West,region,2021-04-26,75_79,0,2,0.8
E12000002,North West,region,2021-04-26,80_84,1,1,0.5
E12000002,North West,region,2021-04-26,85_89,0,2,1.8
E12000002,North West,region,2021-04-26,90+,0,2,3.2
E12000002,North West,region,2021-04-25,00_04,0,0,0.0
E12000002,North West,region,2021-04-25,00_59,0,1,0.0
E12000002,North West,region,2021-04-25,05_09,0,0,0.0
E12000002,North West,region,2021-04-25,10_14,0,0,0.0
E12000002,North West,region,2021-04-25,15_19,0,0,0.0
E12000002,North West,region,2021-04-25,20_24,0,0,0.0
E12000002,North West,region,2021-04-25,25_29,0,0,0.0
E12000002,North West,region,2021-04-25,30_34,0,0,0.0
E12000002,North West,region,2021-04-25,35_39,0,0,0.0
E12000002,North West,region,2021-04-25,40_44,0,0,0.0
E12000002,North West,region,2021-04-25,45_49,0,0,0.0
E12000002,North West,region,2021-04-25,50_54,0,0,0.0
E12000002,North West,region,2021-04-25,55_59,0,1,0.2
E12000002,North West,region,2021-04-25,60+,1,17,0.9
E12000002,North West,region,2021-04-25,60_64,0,2,0.5
E12000002,North West,region,2021-04-25,65_69,0,4,1.1
E12000002,North West,region,2021-04-25,70_74,1,3,0.8
E12000002,North West,region,2021-04-25,75_79,0,4,1.5
E12000002,North West,region,2021-04-25,80_84,0,0,0.0
E12000002,North West,region,2021-04-25,85_89,0,2,1.8
E12000002,North West,region,2021-04-25,90+,0,2,3.2
E12000002,North West,region,2021-04-24,00_04,0,0,0.0
E12000002,North West,region,2021-04-24,00_59,0,1,0.0
E12000002,North West,region,2021-04-24,05_09,0,0,0.0
E12000002,North West,region,2021-04-24,10_14,0,0,0.0
E12000002,North West,region,2021-04-24,15_19,0,0,0.0
E12000002,North West,region,2021-04-24,20_24,0,0,0.0
E12000002,North West,region,2021-04-24,25_29,0,0,0.0
E12000002,North West,region,2021-04-24,30_34,0,0,0.0
E12000002,North West,region,2021-04-24,35_39,0,0,0.0
E12000002,North West,region,2021-04-24,40_44,0,0,0.0
E12000002,North West,region,2021-04-24,45_49,0,0,0.0
E12000002,North West,region,2021-04-24,50_54,0,0,0.0
E12000002,North West,region,2021-04-24,55_59,0,1,0.2
E12000002,North West,region,2021-04-24,60+,3,18,1.0
E12000002,North West,region,2021-04-24,60_64,0,2,0.5
E12000002,North West,region,2021-04-24,65_69,0,4,1.1
E12000002,North West,region,2021-04-24,70_74,0,2,0.5
E12000002,North West,region,2021-04-24,75_79,1,4,1.5
E12000002,North West,region,2021-04-24,80_84,0,1,0.5
E12000002,North West,region,2021-04-24,85_89,1,3,2.7
E12000002,North West,region,2021-04-24,90+,1,2,3.2
E12000002,North West,region,2021-04-23,00_04,0,0,0.0
E12000002,North West,region,2021-04-23,00_59,0,1,0.0
E12000002,North West,region,2021-04-23,05_09,0,0,0.0
E12000002,North West,region,2021-04-23,10_14,0,0,0.0
E12000002,North West,region,2021-04-23,15_19,0,0,0.0
E12000002,North West,region,2021-04-23,20_24,0,0,0.0
E12000002,North West,region,2021-04-23,25_29,0,0,0.0
E12000002,North West,region,2021-04-23,30_34,0,0,0.0
E12000002,North West,region,2021-04-23,35_39,0,0,0.0
E12000002,North West,region,2021-04-23,40_44,0,0,0.0
E12000002,North West,region,2021-04-23,45_49,0,0,0.0
E12000002,North West,region,2021-04-23,50_54,0,0,0.0
E12000002,North West,region,2021-04-23,55_59,0,1,0.2
E12000002,North West,region,2021-04-23,60+,1,16,0.9
E12000002,North West,region,2021-04-23,60_64,0,2,0.5
E12000002,North West,region,2021-04-23,65_69,1,4,1.1
E12000002,North West,region,2021-04-23,70_74,0,2,0.5
E12000002,North West,region,2021-04-23,75_79,0,3,1.1
E12000002,North West,region,2021-04-23,80_84,0,1,0.5
E12000002,North West,region,2021-04-23,85_89,0,2,1.8
E12000002,North West,region,2021-04-23,90+,0,2,3.2
E12000002,North West,region,2021-04-22,00_04,0,0,0.0
E12000002,North West,region,2021-04-22,00_59,0,1,0.0
E12000002,North West,region,2021-04-22,05_09,0,0,0.0
E12000002,North West,region,2021-04-22,10_14,0,0,0.0
E12000002,North West,region,2021-04-22,15_19,0,0,0.0
E12000002,North West,region,2021-04-22,20_24,0,0,0.0
E12000002,North West,region,2021-04-22,25_29,0,0,0.0
E12000002,North West,region,2021-04-22,30_34,0,0,0.0
E12000002,North West,region,2021-04-22,35_39,0,0,0.0
E12000002,North West,region,2021-04-22,40_44,0,0,0.0
E12000002,North West,region,2021-04-22,45_49,0,0,0.0
E12000002,North West,region,2021-04-22,50_54,0,0,0.0
E12000002,North West,region,2021-04-22,55_59,0,1,0.2
E12000002,North West,region,2021-04-22,60+,2,17,0.9
E12000002,North West,region,2021-04-22,60_64,0,2,0.5
E12000002,North West,region,2021-04-22,65_69,1,3,0.8
E12000002,North West,region,2021-04-22,70_74,1,2,0.5
E12000002,North West,region,2021-04-22,75_79,0,4,1.5
E12000002,North West,region,2021-04-22,80_84,0,2,1.0
E12000002,North West,region,2021-04-22,85_89,0,2,1.8
E12000002,North West,region,2021-04-22,90+,0,2,3.2
E12000002,North West,region,2021-04-21,00_04,0,0,0.0
E12000002,North West,region,2021-04-21,00_59,0,2,0.0
E12000002,North West,region,2021-04-21,05_09,0,0,0.0
E12000002,North West,region,2021-04-21,10_14,0,0,0.0
E12000002,North West,region,2021-04-21,15_19,0,0,0.0
E12000002,North West,region,2021-04-21,20_24,0,1,0.2
E12000002,North West,region,2021-04-21,25_29,0,0,0.0
E12000002,North West,region,2021-04-21,30_34,0,0,0.0
E12000002,North West,region,2021-04-21,35_39,0,0,0.0
E12000002,North West,region,2021-04-21,40_44,0,0,0.0
E12000002,North West,region,2021-04-21,45_49,0,0,0.0
E12000002,North West,region,2021-04-21,50_54,0,0,0.0
E12000002,North West,region,2021-04-21,55_59,0,1,0.2
E12000002,North West,region,2021-04-21,60+,2,18,1.0
E12000002,North West,region,2021-04-21,60_64,0,2,0.5
E12000002,North West,region,2021-04-21,65_69,1,2,0.5
E12000002,North West,region,2021-04-21,70_74,0,1,0.3
E12000002,North West,region,2021-04-21,75_79,1,5,1.9
E12000002,North West,region,2021-04-21,80_84,0,3,1.6
E12000002,North West,region,2021-04-21,85_89,0,2,1.8
E12000002,North West,region,2021-04-21,90+,0,3,4.8
E12000002,North West,region,2021-04-20,00_04,0,0,0.0
E12000002,North West,region,2021-04-20,00_59,0,3,0.1
E12000002,North West,region,2021-04-20,05_09,0,0,0.0
E12000002,North West,region,2021-04-20,10_14,0,0,0.0
E12000002,North West,region,2021-04-20,15_19,0,0,0.0
E12000002,North West,region,2021-04-20,20_24,0,1,0.2
E12000002,North West,region,2021-04-20,25_29,0,0,0.0
E12000002,North West,region,2021-04-20,30_34,0,0,0.0
E12000002,North West,region,2021-04-20,35_39,0,0,0.0
E12000002,North West,region,2021-04-20,40_44,0,1,0.2
E12000002,North West,region,2021-04-20,45_49,0,0,0.0
E12000002,North West,region,2021-04-20,50_54,0,0,0.0
E12000002,North West,region,2021-04-20,55_59,0,1,0.2
E12000002,North West,region,2021-04-20,60+,6,18,1.0
E12000002,North West,region,2021-04-20,60_64,2,2,0.5
E12000002,North West,region,2021-04-20,65_69,1,1,0.3
E12000002,North West,region,2021-04-20,70_74,1,2,0.5
E12000002,North West,region,2021-04-20,75_79,0,4,1.5
E12000002,North West,region,2021-04-20,80_84,0,4,2.1
E12000002,North West,region,2021-04-20,85_89,1,2,1.8
E12000002,North West,region,2021-04-20,90+,1,3,4.8
E12000002,North West,region,2021-04-19,00_04,0,0,0.0
E12000002,North West,region,2021-04-19,00_59,1,4,0.1
E12000002,North West,region,2021-04-19,05_09,0,0,0.0
E12000002,North West,region,2021-04-19,10_14,0,0,0.0
E12000002,North West,region,2021-04-19,15_19,0,0,0.0
E12000002,North West,region,2021-04-19,20_24,0,1,0.2
E12000002,North West,region,2021-04-19,25_29,0,0,0.0
E12000002,North West,region,2021-04-19,30_34,0,0,0.0
E12000002,North West,region,2021-04-19,35_39,0,0,0.0
E12000002,North West,region,2021-04-19,40_44,0,1,0.2
E12000002,North West,region,2021-04-19,45_49,0,1,0.2
E12000002,North West,region,2021-04-19,50_54,0,0,0.0
E12000002,North West,region,2021-04-19,55_59,1,1,0.2
E12000002,North West,region,2021-04-19,60+,2,15,0.8
E12000002,North West,region,2021-04-19,60_64,0,0,0.0
E12000002,North West,region,2021-04-19,65_69,0,1,0.3
E12000002,North West,region,2021-04-19,70_74,0,1,0.3
E12000002,North West,region,2021-04-19,75_79,2,5,1.9
E12000002,North West,region,2021-04-19,80_84,0,4,2.1
E12000002,North West,region,2021-04-19,85_89,0,1,0.9
E12000002,North West,region,2021-04-19,90+,0,3,4.8
E12000002,North West,region,2021-04-18,00_04,0,0,0.0
E12000002,North West,region,2021-04-18,00_59,0,3,0.1
E12000002,North West,region,2021-04-18,05_09,0,0,0.0
E12000002,North West,region,2021-04-18,10_14,0,0,0.0
E12000002,North West,region,2021-04-18,15_19,0,0,0.0
E12000002,North West,region,2021-04-18,20_24,0,1,0.2
E12000002,North West,region,2021-04-18,25_29,0,0,0.0
E12000002,North West,region,2021-04-18,30_34,0,0,0.0
E12000002,North West,region,2021-04-18,35_39,0,0,0.0
E12000002,North West,region,2021-04-18,40_44,0,1,0.2
E12000002,North West,region,2021-04-18,45_49,0,1,0.2
E12000002,North West,region,2021-04-18,50_54,0,0,0.0
E12000002,North West,region,2021-04-18,55_59,0,0,0.0
E12000002,North West,region,2021-04-18,60+,2,20,1.1
E12000002,North West,region,2021-04-18,60_64,0,1,0.2
E12000002,North West,region,2021-04-18,65_69,0,1,0.3
E12000002,North West,region,2021-04-18,70_74,0,1,0.3
E12000002,North West,region,2021-04-18,75_79,0,6,2.3
E12000002,North West,region,2021-04-18,80_84,1,7,3.7
E12000002,North West,region,2021-04-18,85_89,1,1,0.9
E12000002,North West,region,2021-04-18,90+,0,3,4.8
E12000002,North West,region,2021-04-17,00_04,0,0,0.0
E12000002,North West,region,2021-04-17,00_59,0,3,0.1
E12000002,North West,region,2021-04-17,05_09,0,0,0.0
E12000002,North West,region,2021-04-17,10_14,0,0,0.0
E12000002,North West,region,2021-04-17,15_19,0,0,0.0
E12000002,North West,region,2021-04-17,20_24,0,1,0.2
E12000002,North West,region,2021-04-17,25_29,0,0,0.0
E12000002,North West,region,2021-04-17,30_34,0,0,0.0
E12000002,North West,region,2021-04-17,35_39,0,0,0.0
E12000002,North West,region,2021-04-17,40_44,0,1,0.2
E12000002,North West,region,2021-04-17,45_49,0,1,0.2
E12000002,North West,region,2021-04-17,50_54,0,0,0.0
E12000002,North West,region,2021-04-17,55_59,0,0,0.0
E12000002,North West,region,2021-04-17,60+,1,20,1.1
E12000002,North West,region,2021-04-17,60_64,0,1,0.2
E12000002,North West,region,2021-04-17,65_69,0,1,0.3
E12000002,North West,region,2021-04-17,70_74,0,1,0.3
E12000002,North West,region,2021-04-17,75_79,0,6,2.3
E12000002,North West,region,2021-04-17,80_84,0,8,4.2
E12000002,North West,region,2021-04-17,85_89,0,0,0.0
E12000002,North West,region,2021-04-17,90+,1,3,4.8
E12000002,North West,region,2021-04-16,00_04,0,0,0.0
E12000002,North West,region,2021-04-16,00_59,0,3,0.1
E12000002,North West,region,2021-04-16,05_09,0,0,0.0
E12000002,North West,region,2021-04-16,10_14,0,0,0.0
E12000002,North West,region,2021-04-16,15_19,0,0,0.0
E12000002,North West,region,2021-04-16,20_24,0,1,0.2
E12000002,North West,region,2021-04-16,25_29,0,0,0.0
E12000002,North West,region,2021-04-16,30_34,0,0,0.0
E12000002,North West,region,2021-04-16,35_39,0,0,0.0
E12000002,North West,region,2021-04-16,40_44,0,1,0.2
E12000002,North West,region,2021-04-16,45_49,0,1,0.2
E12000002,North West,region,2021-04-16,50_54,0,0,0.0
E12000002,North West,region,2021-04-16,55_59,0,0,0.0
E12000002,North West,region,2021-04-16,60+,2,23,1.3
E12000002,North West,region,2021-04-16,60_64,0,1,0.2
E12000002,North West,region,2021-04-16,65_69,0,2,0.5
E12000002,North West,region,2021-04-16,70_74,0,2,0.5
E12000002,North West,region,2021-04-16,75_79,1,6,2.3
E12000002,North West,region,2021-04-16,80_84,1,8,4.2
E12000002,North West,region,2021-04-16,85_89,0,1,0.9
E12000002,North West,region,2021-04-16,90+,0,3,4.8
E12000002,North West,region,2021-04-15,00_04,0,0,0.0
E12000002,North West,region,2021-04-15,00_59,1,3,0.1
E12000002,North West,region,2021-04-15,05_09,0,0,0.0
E12000002,North West,region,2021-04-15,10_14,0,0,0.0
E12000002,North West,region,2021-04-15,15_19,0,0,0.0
E12000002,North West,region,2021-04-15,20_24,1,1,0.2
E12000002,North West,region,2021-04-15,25_29,0,0,0.0
E12000002,North West,region,2021-04-15,30_34,0,0,0.0
E12000002,North West,region,2021-04-15,35_39,0,0,0.0
E12000002,North West,region,2021-04-15,40_44,0,1,0.2
E12000002,North West,region,2021-04-15,45_49,0,1,0.2
E12000002,North West,region,2021-04-15,50_54,0,0,0.0
E12000002,North West,region,2021-04-15,55_59,0,0,0.0
E12000002,North West,region,2021-04-15,60+,3,27,1.5
E12000002,North West,region,2021-04-15,60_64,0,1,0.2
E12000002,North West,region,2021-04-15,65_69,0,2,0.5
E12000002,North West,region,2021-04-15,70_74,0,2,0.5
E12000002,North West,region,2021-04-15,75_79,1,6,2.3
E12000002,North West,region,2021-04-15,80_84,1,9,4.7
E12000002,North West,region,2021-04-15,85_89,0,3,2.7
E12000002,North West,region,2021-04-15,90+,1,4,6.4
E12000002,North West,region,2021-04-14,00_04,0,0,0.0
E12000002,North West,region,2021-04-14,00_59,1,2,0.0
E12000002,North West,region,2021-04-14,05_09,0,0,0.0
E12000002,North West,region,2021-04-14,10_14,0,0,0.0
E12000002,North West,region,2021-04-14,15_19,0,0,0.0
E12000002,North West,region,2021-04-14,20_24,0,0,0.0
E12000002,North West,region,2021-04-14,25_29,0,0,0.0
E12000002,North West,region,2021-04-14,30_34,0,0,0.0
E12000002,North West,region,2021-04-14,35_39,0,0,0.0
E12000002,North West,region,2021-04-14,40_44,1,1,0.2
E12000002,North West,region,2021-04-14,45_49,0,1,0.2
E12000002,North West,region,2021-04-14,50_54,0,0,0.0
E12000002,North West,region,2021-04-14,55_59,0,0,0.0
E12000002,North West,region,2021-04-14,60+,2,30,1.7
E12000002,North West,region,2021-04-14,60_64,0,1,0.2
E12000002,North West,region,2021-04-14,65_69,0,3,0.8
E12000002,North West,region,2021-04-14,70_74,1,2,0.5
E12000002,North West,region,2021-04-14,75_79,0,5,1.9
E12000002,North West,region,2021-04-14,80_84,1,9,4.7
E12000002,North West,region,2021-04-14,85_89,0,6,5.4
E12000002,North West,region,2021-04-14,90+,0,4,6.4
E12000002,North West,region,2021-04-13,00_04,0,0,0.0
E12000002,North West,region,2021-04-13,00_59,1,1,0.0
E12000002,North West,region,2021-04-13,05_09,0,0,0.0
E12000002,North West,region,2021-04-13,10_14,0,0,0.0
E12000002,North West,region,2021-04-13,15_19,0,0,0.0
E12000002,North West,region,2021-04-13,20_24,0,0,0.0
E12000002,North West,region,2021-04-13,25_29,0,0,0.0
E12000002,North West,region,2021-04-13,30_34,0,0,0.0
E12000002,North West,region,2021-04-13,35_39,0,0,0.0
E12000002,North West,region,2021-04-13,40_44,0,0,0.0
E12000002,North West,region,2021-04-13,45_49,1,1,0.2
E12000002,North West,region,2021-04-13,50_54,0,0,0.0
E12000002,North West,region,2021-04-13,55_59,0,0,0.0
E12000002,North West,region,2021-04-13,60+,3,32,1.8
E12000002,North West,region,2021-04-13,60_64,0,1,0.2
E12000002,North West,region,2021-04-13,65_69,1,4,1.1
E12000002,North West,region,2021-04-13,70_74,0,1,0.3
E12000002,North West,region,2021-04-13,75_79,1,5,1.9
E12000002,North West,region,2021-04-13,80_84,0,11,5.7
E12000002,North West,region,2021-04-13,85_89,0,6,5.4
E12000002,North West,region,2021-04-13,90+,1,4,6.4
E12000002,North West,region,2021-04-12,00_04,0,0,0.0
E12000002,North West,region,2021-04-12,00_59,0,0,0.0
E12000002,North West,region,2021-04-12,05_09,0,0,0.0
E12000002,North West,region,2021-04-12,10_14,0,0,0.0
E12000002,North West,region,2021-04-12,15_19,0,0,0.0
E12000002,North West,region,2021-04-12,20_24,0,0,0.0
E12000002,North West,region,2021-04-12,25_29,0,0,0.0
E12000002,North West,region,2021-04-12,30_34,0,0,0.0
E12000002,North West,region,2021-04-12,35_39,0,0,0.0
E12000002,North West,region,2021-04-12,40_44,0,0,0.0
E12000002,North West,region,2021-04-12,45_49,0,0,0.0
E12000002,North West,region,2021-04-12,50_54,0,0,0.0
E12000002,North West,region,2021-04-12,55_59,0,0,0.0
E12000002,North West,region,2021-04-12,60+,7,32,1.8
E12000002,North West,region,2021-04-12,60_64,1,1,0.2
E12000002,North West,region,2021-04-12,65_69,0,4,1.1
E12000002,North West,region,2021-04-12,70_74,0,1,0.3
E12000002,North West,region,2021-04-12,75_79,3,4,1.5
E12000002,North West,region,2021-04-12,80_84,3,12,6.3
E12000002,North West,region,2021-04-12,85_89,0,7,6.3
E12000002,North West,region,2021-04-12,90+,0,3,4.8
E12000002,North West,region,2021-04-11,00_04,0,0,0.0
E12000002,North West,region,2021-04-11,00_59,0,1,0.0
E12000002,North West,region,2021-04-11,05_09,0,0,0.0
E12000002,North West,region,2021-04-11,10_14,0,0,0.0
E12000002,North West,region,2021-04-11,15_19,0,0,0.0
E12000002,North West,region,2021-04-11,20_24,0,0,0.0
E12000002,North West,region,2021-04-11,25_29,0,0,0.0
E12000002,North West,region,2021-04-11,30_34,0,0,0.0
E12000002,North West,region,2021-04-11,35_39,0,0,0.0
E12000002,North West,region,2021-04-11,40_44,0,0,0.0
E12000002,North West,region,2021-04-11,45_49,0,0,0.0
E12000002,North West,region,2021-04-11,50_54,0,0,0.0
E12000002,North West,region,2021-04-11,55_59,0,1,0.2
E12000002,North West,region,2021-04-11,60+,2,25,1.4
E12000002,North West,region,2021-04-11,60_64,0,0,0.0
E12000002,North West,region,2021-04-11,65_69,0,4,1.1
E12000002,North West,region,2021-04-11,70_74,0,1,0.3
E12000002,North West,region,2021-04-11,75_79,0,1,0.4
E12000002,North West,region,2021-04-11,80_84,2,9,4.7
E12000002,North West,region,2021-04-11,85_89,0,7,6.3
E12000002,North West,region,2021-04-11,90+,0,3,4.8
E12000002,North West,region,2021-04-10,00_04,0,0,0.0
E12000002,North West,region,2021-04-10,00_59,0,1,0.0
E12000002,North West,region,2021-04-10,05_09,0,0,0.0
E12000002,North West,region,2021-04-10,10_14,0,0,0.0
E12000002,North West,region,2021-04-10,15_19,0,0,0.0
E12000002,North West,region,2021-04-10,20_24,0,0,0.0
E12000002,North West,region,2021-04-10,25_29,0,0,0.0
E12000002,North West,region,2021-04-10,30_34,0,0,0.0
E12000002,North West,region,2021-04-10,35_39,0,0,0.0
E12000002,North West,region,2021-04-10,40_44,0,0,0.0
E12000002,North West,region,2021-04-10,45_49,0,0,0.0
E12000002,North West,region,2021-04-10,50_54,0,0,0.0
E12000002,North West,region,2021-04-10,55_59,0,1,0.2
E12000002,North West,region,2021-04-10,60+,4,27,1.5
E12000002,North West,region,2021-04-10,60_64,0,0,0.0
E12000002,North West,region,2021-04-10,65_69,1,5,1.3
E12000002,North West,region,2021-04-10,70_74,1,1,0.3
E12000002,North West,region,2021-04-10,75_79,0,1,0.4
E12000002,North West,region,2021-04-10,80_84,0,7,3.7
E12000002,North West,region,2021-04-10,85_89,1,9,8.1
E12000002,North West,region,2021-04-10,90+,1,4,6.4
E12000002,North West,region,2021-04-09,00_04,0,0,0.0
E12000002,North West,region,2021-04-09,00_59,0,1,0.0
E12000002,North West,region,2021-04-09,05_09,0,0,0.0
E12000002,North West,region,2021-04-09,10_14,0,0,0.0
E12000002,North West,region,2021-04-09,15_19,0,0,0.0
E12000002,North West,region,2021-04-09,20_24,0,0,0.0
E12000002,North West,region,2021-04-09,25_29,0,0,0.0
E12000002,North West,region,2021-04-09,30_34,0,0,0.0
E12000002,North West,region,2021-04-09,35_39,0,0,0.0
E12000002,North West,region,2021-04-09,40_44,0,0,0.0
E12000002,North West,region,2021-04-09,45_49,0,0,0.0
E12000002,North West,region,2021-04-09,50_54,0,0,0.0
E12000002,North West,region,2021-04-09,55_59,0,1,0.2
E12000002,North West,region,2021-04-09,60+,6,27,1.5
E12000002,North West,region,2021-04-09,60_64,0,0,0.0
E12000002,North West,region,2021-04-09,65_69,0,4,1.1
E12000002,North West,region,2021-04-09,70_74,0,0,0.0
E12000002,North West,region,2021-04-09,75_79,1,2,0.8
E12000002,North West,region,2021-04-09,80_84,2,8,4.2
E12000002,North West,region,2021-04-09,85_89,2,9,8.1
E12000002,North West,region,2021-04-09,90+,1,4,6.4
E12000002,North West,region,2021-04-08,00_04,0,0,0.0
E12000002,North West,region,2021-04-08,00_59,0,1,0.0
E12000002,North West,region,2021-04-08,05_09,0,0,0.0
E12000002,North West,region,2021-04-08,10_14,0,0,0.0
E12000002,North West,region,2021-04-08,15_19,0,0,0.0
E12000002,North West,region,2021-04-08,20_24,0,0,0.0
E12000002,North West,region,2021-04-08,25_29,0,0,0.0
E12000002,North West,region,2021-04-08,30_34,0,0,0.0
E12000002,North West,region,2021-04-08,35_39,0,0,0.0
E12000002,North West,region,2021-04-08,40_44,0,0,0.0
E12000002,North West,region,2021-04-08,45_49,0,0,0.0
E12000002,North West,region,2021-04-08,50_54,0,0,0.0
E12000002,North West,region,2021-04-08,55_59,0,1,0.2
E12000002,North West,region,2021-04-08,60+,6,24,1.3
E12000002,North West,region,2021-04-08,60_64,0,1,0.2
E12000002,North West,region,2021-04-08,65_69,1,4,1.1
E12000002,North West,region,2021-04-08,70_74,0,0,0.0
E12000002,North West,region,2021-04-08,75_79,0,1,0.4
E12000002,North West,region,2021-04-08,80_84,1,6,3.1
E12000002,North West,region,2021-04-08,85_89,3,9,8.1
E12000002,North West,region,2021-04-08,90+,1,3,4.8
E12000002,North West,region,2021-04-07,00_04,0,0,0.0
E12000002,North West,region,2021-04-07,00_59,0,3,0.1
E12000002,North West,region,2021-04-07,05_09,0,0,0.0
E12000002,North West,region,2021-04-07,10_14,0,0,0.0
E12000002,North West,region,2021-04-07,15_19,0,0,0.0
E12000002,North West,region,2021-04-07,20_24,0,0,0.0
E12000002,North West,region,2021-04-07,25_29,0,0,0.0
E12000002,North West,region,2021-04-07,30_34,0,1,0.2
E12000002,North West,region,2021-04-07,35_39,0,0,0.0
E12000002,North West,region,2021-04-07,40_44,0,0,0.0
E12000002,North West,region,2021-04-07,45_49,0,0,0.0
E12000002,North West,region,2021-04-07,50_54,0,1,0.2
E12000002,North West,region,2021-04-07,55_59,0,1,0.2
E12000002,North West,region,2021-04-07,60+,4,23,1.3
E12000002,North West,region,2021-04-07,60_64,0,2,0.5
E12000002,North West,region,2021-04-07,65_69,1,4,1.1
E12000002,North West,region,2021-04-07,70_74,0,1,0.3
E12000002,North West,region,2021-04-07,75_79,0,1,0.4
E12000002,North West,region,2021-04-07,80_84,3,5,2.6
E12000002,North West,region,2021-04-07,85_89,0,7,6.3
E12000002,North West,region,2021-04-07,90+,0,3,4.8
E12000002,North West,region,2021-04-06,00_04,0,0,0.0
E12000002,North West,region,2021-04-06,00_59,0,4,0.1
E12000002,North West,region,2021-04-06,05_09,0,0,0.0
E12000002,North West,region,2021-04-06,10_14,0,0,0.0
E12000002,North West,region,2021-04-06,15_19,0,0,0.0
E12000002,North West,region,2021-04-06,20_24,0,0,0.0
E12000002,North West,region,2021-04-06,25_29,0,0,0.0
E12000002,North West,region,2021-04-06,30_34,0,1,0.2
E12000002,North West,region,2021-04-06,35_39,0,0,0.0
E12000002,North West,region,2021-04-06,40_44,0,0,0.0
E12000002,North West,region,2021-04-06,45_49,0,0,0.0
E12000002,North West,region,2021-04-06,50_54,0,1,0.2
E12000002,North West,region,2021-04-06,55_59,0,2,0.4
E12000002,North West,region,2021-04-06,60+,3,22,1.2
